Sq.Ki.,Sq.Mi.,State,County
1557,601.2,Illinois,Jo Daviess
896.2,346,Illinois,Johnson
1348.6,520.7,Illinois,Kane
1754.7,677.5,Illinois,Kankakee
830.5,320.7,Illinois,Kendall
1855.3,716.3,Illinois,Knox
1159.8,447.8,Illinois,Lake
2939.8,1135,Illinois,La Salle
963.5,372,Illinois,Lawrence
1878.8,725.4,Illinois,Lee
2703.5,1043.8,Illinois,Livingston
1601.1,618.2,Illinois,Logan
1526.3,589.3,Illinois,McDonough
1564.7,604.1,Illinois,McHenry
3065.6,1183.6,Illinois,McLean
1503.6,580.6,Illinois,Macon
2236.9,863.7,Illinois,Macoupin
1877.9,725.1,Illinois,Madison
1482.2,572.3,Illinois,Marion
1000,386.1,Illinois,Marshall
1396,539,Illinois,Mason
619.1,239.1,Illinois,Massac
814,314.3,Illinois,Menard
1453.1,561.1,Illinois,Mercer
1005.8,388.3,Illinois,Monroe
1823,703.8,Illinois,Montgomery
1473.2,568.8,Illinois,Morgan
869.2,335.6,Illinois,Moultrie
1965.5,758.9,Illinois,Ogle
1604.6,619.6,Illinois,Peoria
1142.2,441,Illinois,Perry
1139.7,440,Illinois,Piatt
2150.6,830.3,Illinois,Pike
960.6,370.9,Illinois,Pope
520.1,200.8,Illinois,Pulaski
413.9,159.8,Illinois,Putnam
1498.2,578.4,Illinois,Randolph
932.8,360.2,Illinois,Richland
1105.4,426.8,Illinois,Rock Island
1719.5,663.9,Illinois,St. Clair
992.8,383.3,Illinois,Saline
2248.8,868.3,Illinois,Sangamon
1132.8,437.4,Illinois,Schuyler
650,251,Illinois,Scott
1964.6,758.6,Illinois,Shelby
745.7,287.9,Illinois,Stark
1461.5,564.3,Illinois,Stephenson
1680.7,648.9,Illinois,Tazewell
1077.9,416.2,Illinois,Union
2328.7,899.1,Illinois,Vermilion
578.8,223.5,Illinois,Wabash
1405.3,542.6,Illinois,Warren
1457.3,562.7,Illinois,Washington
1849.1,713.9,Illinois,Wayne
1281.9,494.9,Illinois,White
1773.7,684.8,Illinois,Whiteside
2168.5,837.3,Illinois,Will
1098.6,424.2,Illinois,Williamson
1330.8,513.8,Illinois,Winnebago
1367.6,528,Illinois,Woodford
879,339.4,Indiana,Adams
1702.4,657.3,Indiana,Allen
1053.8,406.9,Indiana,Bartholomew
1052.4,406.3,Indiana,Benton
427.7,165.1,Indiana,Blackford
1094.9,422.7,Indiana,Boone
808.8,312.3,Indiana,Brown
964.2,372.3,Indiana,Carroll
1069.4,412.9,Indiana,Cass
971.7,375.2,Indiana,Clark
926.3,357.6,Indiana,Clay
1049.3,405.1,Indiana,Clinton
791.8,305.7,Indiana,Crawford
1115.6,430.7,Indiana,Daviess
790.6,305.2,Indiana,Dearborn
965.1,372.6,Indiana,Decatur
939.9,362.9,Indiana,De Kalb
1018.7,393.3,Indiana,Delaware
1114,430.1,Indiana,Dubois
1201.3,463.8,Indiana,Elkhart
556.8,215,Indiana,Fayette
383.4,148,Indiana,Floyd
1024.9,395.7,Indiana,Fountain
999.8,386,Indiana,Franklin
954.5,368.5,Indiana,Fulton
1266.1,488.9,Indiana,Gibson
1072.4,414,Indiana,Grant
1404.1,542.1,Indiana,Greene
1030.9,398,Indiana,Hamilton
793,306.2,Indiana,Hancock
1256.8,485.3,Indiana,Harrison
1057.8,408.4,Indiana,Hendricks
1017.8,393,Indiana,Henry
759.1,293.1,Indiana,Howard
991,382.6,Indiana,Huntington
1319.2,509.3,Indiana,Jackson
1450.1,559.9,Indiana,Jasper
993.7,383.7,Indiana,Jay
936,361.4,Indiana,Jefferson
977.1,377.3,Indiana,Jennings
829.4,320.2,Indiana,Johnson
1336.1,515.9,Indiana,Knox
1392.2,537.5,Indiana,Kosciusko
983.1,379.6,Indiana,Lagrange
1287.3,497,Indiana,Lake
1549.5,598.3,Indiana,La Porte
1162.6,448.9,Indiana,Lawrence
1171.1,452.2,Indiana,Madison
1026.7,396.4,Indiana,Marion
1150.7,444.3,Indiana,Marshall
870.6,336.2,Indiana,Martin
973.2,375.8,Indiana,Miami
1021.4,394.4,Indiana,Monroe
1306.9,504.6,Indiana,Montgomery
1052.8,406.5,Indiana,Morgan
1040.9,401.9,Indiana,Newton
1064.8,411.1,Indiana,Noble
224.6,86.7,Indiana,Ohio
1034.8,399.6,Indiana,Orange
997.7,385.2,Indiana,Owen
1152.1,444.8,Indiana,Parke
987.9,381.4,Indiana,Perry
870.7,336.2,Indiana,Pike
1083.2,418.2,Indiana,Porter
1058.1,408.5,Indiana,Posey
1123.3,433.7,Indiana,Pulaski
1244.1,480.3,Indiana,Putnam
1173,452.9,Indiana,Randolph
1156.1,446.4,Indiana,Ripley
1057.6,408.3,Indiana,Rush
1184.5,457.3,Indiana,St. Joseph
493.1,190.4,Indiana,Scott
1068.8,412.7,Indiana,Shelby
1032.7,398.7,Indiana,Spencer
801.1,309.3,Indiana,Starke
799.6,308.7,Indiana,Steuben
1158.3,447.2,Indiana,Sullivan
572.9,221.2,Indiana,Switzerland
1294.6,499.8,Indiana,Tippecanoe
674.5,260.4,Indiana,Tipton
418.4,161.6,Indiana,Union
607.6,234.6,Indiana,Vanderburgh
665.4,256.9,Indiana,Vermillion
1044.6,403.3,Indiana,Vigo
1070.2,413.2,Indiana,Wabash
945.1,364.9,Indiana,Warren
994.8,384.1,Indiana,Warrick
1332.4,514.5,Indiana,Washington
1045.3,403.6,Indiana,Wayne
958.3,370,Indiana,Wells
1308.6,505.3,Indiana,White
869,335.5,Indiana,Whitley
1474.6,569.3,Iowa,Adair
1097,423.6,Iowa,Adams
1656.6,639.6,Iowa,Allamakee
1285.4,496.3,Iowa,Appanoose
1147.8,443.2,Iowa,Audubon
1855.6,716.5,Iowa,Benton
1469.5,567.4,Iowa,Black Hawk
1480.2,571.5,Iowa,Boone
1134.3,437.9,Iowa,Bremer
1479.6,571.3,Iowa,Buchanan
1488.8,574.8,Iowa,Buena Vista
1503.3,580.4,Iowa,Butler
1476.8,570.2,Iowa,Calhoun
1474.6,569.3,Iowa,Carroll
1461.7,564.3,Iowa,Cass
1501.1,579.6,Iowa,Cedar
1472.2,568.4,Iowa,Cerro Gordo
1494.9,577.2,Iowa,Cherokee
1307.2,504.7,Iowa,Chickasaw
1116.7,431.2,Iowa,Clarke
1473.5,568.9,Iowa,Clay
2017.2,778.8,Iowa,Clayton
1800.2,695,Iowa,Clinton
1850.3,714.4,Iowa,Crawford
1519,586.5,Iowa,Dallas
1303.5,503.3,Iowa,Davis
1378.5,532.3,Iowa,Decatur
1496.7,577.9,Iowa,Delaware
1077.9,416.2,Iowa,Des Moines
987,381.1,Iowa,Dickinson
1575.3,608.2,Iowa,Dubuque
1025,395.8,Iowa,Emmet
1893.2,731,Iowa,Fayette
1296.5,500.6,Iowa,Floyd
1508.6,582.5,Iowa,Franklin
1324.3,511.3,Iowa,Fremont
1472.3,568.4,Iowa,Greene
1301.6,502.6,Iowa,Grundy
1529.7,590.6,Iowa,Guthrie
1493.7,576.7,Iowa,Hamilton
1479.3,571.1,Iowa,Hancock
1474.5,569.3,Iowa,Hardin
1804.9,696.9,Iowa,Harrison
1125.3,434.5,Iowa,Henry
1226.2,473.4,Iowa,Howard
1125.2,434.4,Iowa,Humboldt
1118.2,431.7,Iowa,Ida
1519,586.5,Iowa,Iowa
1647.6,636.1,Iowa,Jackson
1890.8,730,Iowa,Jasper
1127.6,435.4,Iowa,Jefferson
1591.7,614.5,Iowa,Johnson
1490.2,575.4,Iowa,Jones
1500.2,579.2,Iowa,Keokuk
2520.3,973.1,Iowa,Kossuth
1340.1,517.4,Iowa,Lee
1858.4,717.5,Iowa,Linn
1041,401.9,Iowa,Louisa
1115.2,430.6,Iowa,Lucas
1521.8,587.6,Iowa,Lyon
1453.4,561.2,Iowa,Madison
1478.8,570.9,Iowa,Mahaska
1435.5,554.3,Iowa,Marion
1482.4,572.4,Iowa,Marshall
1130.7,436.6,Iowa,Mills
1214.6,469,Iowa,Mitchell
1795.3,693.2,Iowa,Monona
1122.6,433.4,Iowa,Monroe
1097.9,423.9,Iowa,Montgomery
1136.2,438.7,Iowa,Muscatine
1484.4,573.1,Iowa,O'Brien
1032.9,398.8,Iowa,Osceola
1385.3,534.9,Iowa,Page
1460.4,563.9,Iowa,Palo Alto
2236.8,863.6,Iowa,Plymouth
1496.4,577.7,Iowa,Pocahontas
1475,569.5,Iowa,Polk
2471.7,954.3,Iowa,Pottawattamie
1515.4,585.1,Iowa,Poweshiek
1392.7,537.7,Iowa,Ringgold
1491.4,575.8,Iowa,Sac
1186,457.9,Iowa,Scott
1530.5,590.9,Iowa,Shelby
1989,767.9,Iowa,Sioux
1483.8,572.9,Iowa,Story
1868.3,721.4,Iowa,Tama
1383,534,Iowa,Taylor
1099.2,424.4,Iowa,Union
1256.8,485.3,Iowa,Van Buren
1118.5,431.8,Iowa,Wapello
1480.7,571.7,Iowa,Warren
1473.3,568.8,Iowa,Washington
1361.4,525.6,Iowa,Wayne
1852.6,715.3,Iowa,Webster
1037.3,400.5,Iowa,Winnebago
1786.2,689.7,Iowa,Winneshiek
2260.2,872.7,Iowa,Woodbury
1036,400,Iowa,Worth
1504.2,580.8,Iowa,Wright
1302.9,503.1,Kansas,Allen
1509.9,583,Kansas,Anderson
1119.8,432.4,Kansas,Atchison
2937.5,1134.2,Kansas,Barber
2315.6,894,Kansas,Barton
1650.2,637.1,Kansas,Bourbon
1478.1,570.7,Kansas,Brown
3698.9,1428.2,Kansas,Butler
2009.7,775.9,Kansas,Chase
1662.1,641.7,Kansas,Chautauqua
1520.8,587.2,Kansas,Cherokee
2641.6,1019.9,Kansas,Cheyenne
2524.6,974.7,Kansas,Clark
1667.6,643.9,Kansas,Clay
1853.6,715.7,Kansas,Cloud
1632.4,630.3,Kansas,Coffey
2041.9,788.4,Kansas,Comanche
2917.2,1126.3,Kansas,Cowley
1535.8,593,Kansas,Crawford
2314.4,893.6,Kansas,Decatur
2197.5,848.4,Kansas,Dickinson
1015.8,392.2,Kansas,Doniphan
1183.5,457,Kansas,Douglas
1611.1,622.1,Kansas,Edwards
1677.9,647.9,Kansas,Elk
2331,900,Kansas,Ellis
1854.3,715.9,Kansas,Ellsworth
3367.4,1300.2,Kansas,Finney
2845.3,1098.6,Kansas,Ford
1486.4,573.9,Kansas,Franklin
995.3,384.3,Kansas,Geary
2775.1,1071.5,Kansas,Gove
2326.7,898.3,Kansas,Graham
1489,574.9,Kansas,Grant
2250.6,868.9,Kansas,Gray
2015.2,778.1,Kansas,Greeley
2952.1,1139.8,Kansas,Greenwood
2581,996.5,Kansas,Hamilton
2075.8,801.5,Kansas,Harper
1397.1,539.4,Kansas,Harvey
1495.4,577.4,Kansas,Haskell
2227.3,860,Kansas,Hodgeman
1701.2,656.9,Kansas,Jackson
1388.6,536.2,Kansas,Jefferson
2354.9,909.2,Kansas,Jewell
1234.9,476.8,Kansas,Johnson
2253.4,870,Kansas,Kearny
2237,863.7,Kansas,Kingman
1871.1,722.4,Kansas,Kiowa
1680.7,648.9,Kansas,Labette
1857.7,717.3,Kansas,Lane
1200,463.3,Kansas,Leavenworth
1862,718.9,Kansas,Lincoln
1550.8,598.8,Kansas,Linn
2779.2,1073.1,Kansas,Logan
2204.1,851,Kansas,Lyon
2330.5,899.8,Kansas,McPherson
2442.8,943.2,Kansas,Marion
2337.8,902.6,Kansas,Marshall
2534.3,978.5,Kansas,Meade
1493.8,576.8,Kansas,Miami
1812.8,699.9,Kansas,Mitchell
1671.2,645.3,Kansas,Montgomery
1806.4,697.4,Kansas,Morris
1890.6,730,Kansas,Morton
1862.4,719.1,Kansas,Nemaha
1481.3,571.9,Kansas,Neosho
2783.8,1074.8,Kansas,Ness
2273.7,877.9,Kansas,Norton
1822.3,703.6,Kansas,Osage
2311.9,892.6,Kansas,Osborne
1867.8,721.2,Kansas,Ottawa
1953.4,754.2,Kansas,Pawnee
2295.4,886.3,Kansas,Phillips
2186.7,844.3,Kansas,Pottawatomie
1903.7,735,Kansas,Pratt
2770.5,1069.7,Kansas,Rawlins
3249.2,1254.5,Kansas,Reno
1855.9,716.5,Kansas,Republic
1881.9,726.6,Kansas,Rice
1579,609.6,Kansas,Riley
2300.9,888.4,Kansas,Rooks
1860.3,718.2,Kansas,Rush
2291.5,884.7,Kansas,Russell
1863.9,719.6,Kansas,Saline
1858.5,717.6,Kansas,Scott
2590.6,1000.2,Kansas,Sedgwick
1656.5,639.6,Kansas,Seward
1424.1,549.9,Kansas,Shawnee
2321.7,896.4,Kansas,Sheridan
2734.7,1055.9,Kansas,Sherman
2319.2,895.5,Kansas,Smith
2051.5,792.1,Kansas,Stafford
1761.4,680.1,Kansas,Stanton
1884.5,727.6,Kansas,Stevens
3061.1,1181.9,Kansas,Sumner
2783.9,1074.9,Kansas,Thomas
2300.9,888.4,Kansas,Trego
2065.4,797.5,Kansas,Wabaunsee
2367.4,914.1,Kansas,Wallace
2327.1,898.5,Kansas,Washington
1861.1,718.6,Kansas,Wichita
1486.4,573.9,Kansas,Wilson
1296.7,500.7,Kansas,Woodson
392.1,151.4,Kansas,Wyandotte
1053.8,406.9,Kentucky,Adair
896.5,346.1,Kentucky,Allen
525,202.7,Kentucky,Anderson
650.5,251.2,Kentucky,Ballard
1271.6,491,Kentucky,Barren
723.8,279.4,Kentucky,Bath
934.4,360.8,Kentucky,Bell
637.8,246.3,Kentucky,Boone
754.8,291.4,Kentucky,Bourbon
414.9,160.2,Kentucky,Boyd
470.4,181.6,Kentucky,Boyle
526.4,203.2,Kentucky,Bracken
1282.6,495.2,Kentucky,Breathitt
1482.6,572.4,Kentucky,Breckinridge
774.7,299.1,Kentucky,Bullitt
1108.8,428.1,Kentucky,Butler
898.7,347,Kentucky,Caldwell
1000.5,386.3,Kentucky,Calloway
392.6,151.6,Kentucky,Campbell
498.6,192.5,Kentucky,Carlisle
337,130.1,Kentucky,Carroll
1063.5,410.6,Kentucky,Carter
1154.2,445.6,Kentucky,Casey
1868.3,721.4,Kentucky,Christian
658.7,254.3,Kentucky,Clark
1219.9,471,Kentucky,Clay
511.4,197.5,Kentucky,Clinton
938,362.2,Kentucky,Crittenden
792.1,305.8,Kentucky,Cumberland
1197.7,462.4,Kentucky,Daviess
783.8,302.6,Kentucky,Edmonson
606,234,Kentucky,Elliott
657.9,254,Kentucky,Estill
736.9,284.5,Kentucky,Fayette
909.3,351.1,Kentucky,Fleming
1021.3,394.3,Kentucky,Floyd
545.2,210.5,Kentucky,Franklin
541.2,209,Kentucky,Fulton
256,98.8,Kentucky,Gallatin
598.9,231.2,Kentucky,Garrard
673.1,259.9,Kentucky,Grant
1439.1,555.7,Kentucky,Graves
1304.6,503.7,Kentucky,Grayson
747.9,288.7,Kentucky,Green
896.7,346.2,Kentucky,Greenup
489,188.8,Kentucky,Hancock
1626.6,628,Kentucky,Hardin
1210,467.2,Kentucky,Harlan
802.2,309.7,Kentucky,Harrison
1077.3,416,Kentucky,Hart
1140,440.2,Kentucky,Henderson
749.4,289.3,Kentucky,Henry
633.2,244.5,Kentucky,Hickman
1426,550.6,Kentucky,Hopkins
897,346.3,Kentucky,Jackson
997.4,385.1,Kentucky,Jefferson
448.5,173.2,Kentucky,Jessamine
677.4,261.6,Kentucky,Johnson
421.1,162.6,Kentucky,Kenton
912.2,352.2,Kentucky,Knott
1004.1,387.7,Kentucky,Knox
682.3,263.4,Kentucky,Larue
1128.4,435.7,Kentucky,Laurel
1084.8,418.9,Kentucky,Lawrence
543.6,209.9,Kentucky,Lee
1046.5,404,Kentucky,Leslie
878.1,339.1,Kentucky,Letcher
1254.9,484.5,Kentucky,Lewis
871.7,336.6,Kentucky,Lincoln
818.7,316.1,Kentucky,Livingston
1439.3,555.7,Kentucky,Logan
558.8,215.8,Kentucky,Lyon
650.5,251.1,Kentucky,McCracken
1107.8,427.7,Kentucky,McCreary
658.7,254.3,Kentucky,McLean
1141.5,440.7,Kentucky,Madison
801.5,309.5,Kentucky,Magoffin
897.9,346.7,Kentucky,Marion
789.7,304.9,Kentucky,Marshall
597.6,230.7,Kentucky,Martin
624.5,241.1,Kentucky,Mason
799.1,308.5,Kentucky,Meade
528.1,203.9,Kentucky,Menifee
649.9,250.9,Kentucky,Mercer
753.5,290.9,Kentucky,Metcalfe
856.8,330.8,Kentucky,Monroe
514.4,198.6,Kentucky,Montgomery
987.6,381.3,Kentucky,Morgan
1229.6,474.7,Kentucky,Muhlenberg
1094.8,422.7,Kentucky,Nelson
509.2,196.6,Kentucky,Nicholas
1538,593.8,Kentucky,Ohio
490,189.2,Kentucky,Oldham
912.1,352.2,Kentucky,Owen
513.1,198.1,Kentucky,Owsley
725.3,280,Kentucky,Pendleton
886.2,342.2,Kentucky,Perry
2040.2,787.7,Kentucky,Pike
466.6,180.1,Kentucky,Powell
1713.6,661.6,Kentucky,Pulaski
259.2,100.1,Kentucky,Robertson
822.4,317.5,Kentucky,Rockcastle
727.4,280.8,Kentucky,Rowan
656.7,253.5,Kentucky,Russell
738.6,285.2,Kentucky,Scott
995,384.2,Kentucky,Shelby
611.8,236.2,Kentucky,Simpson
481.5,185.9,Kentucky,Spencer
698.9,269.8,Kentucky,Taylor
974.8,376.4,Kentucky,Todd
1148.3,443.4,Kentucky,Trigg
385.5,148.9,Kentucky,Trimble
893.8,345.1,Kentucky,Union
1412.2,545.2,Kentucky,Warren
778.6,300.6,Kentucky,Washington
1189.9,459.4,Kentucky,Wayne
866.9,334.7,Kentucky,Webster
1140,440.2,Kentucky,Whitley
577.1,222.8,Kentucky,Wolfe
493.9,190.7,Kentucky,Woodford
1697.3,655.3,Louisiana,Acadia
1980.3,764.6,Louisiana,Allen
755.1,291.6,Louisiana,Ascension
877.3,338.7,Louisiana,Assumption
2156.2,832.5,Louisiana,Avoyelles
3004.8,1160.2,Louisiana,Beauregard
2099.7,810.7,Louisiana,Bienville
2171.6,838.5,Louisiana,Bossier
2284.7,882.1,Louisiana,Caddo
2774.4,1071.2,Louisiana,Calcasieu
1371.3,529.5,Louisiana,Caldwell
3400.8,1313,Louisiana,Cameron
1822.6,703.7,Louisiana,Catahoula
1954.7,754.7,Louisiana,Claiborne
1803.6,696.4,Louisiana,Concordia
2272.1,877.3,Louisiana,De Soto
1180.2,455.7,Louisiana,East Baton Rouge
1091.6,421.5,Louisiana,East Carroll
1174.4,453.4,Louisiana,East Feliciana
1720.6,664.3,Louisiana,Evangeline
1614.7,623.4,Louisiana,Franklin
1670.9,645.1,Louisiana,Grant
1489.7,575.2,Louisiana,Iberia
1602.4,618.7,Louisiana,Iberville
1476.2,570,Louisiana,Jackson
792.3,305.9,Louisiana,Jefferson
1689.6,652.4,Louisiana,Jefferson Davis
699,269.9,Louisiana,Lafayette
2809.7,1084.8,Louisiana,Lafourche
1615.9,623.9,Louisiana,La Salle
1220.9,471.4,Louisiana,Lincoln
1678.5,648.1,Louisiana,Livingston
1616.5,624.1,Louisiana,Madison
2057.3,794.3,Louisiana,Morehouse
3254.1,1256.4,Louisiana,Natchitoches
467.9,180.6,Louisiana,Orleans
1582.5,611,Louisiana,Ouachita
2187.6,844.6,Louisiana,Plaquemines
1443.7,557.4,Louisiana,Pointe Coupee
3425.7,1322.7,Louisiana,Rapides
1006.5,388.6,Louisiana,Red River
1446.5,558.5,Louisiana,Richland
2241.2,865.3,Louisiana,Sabine
1204.8,465.2,Louisiana,St. Bernard
734.7,283.7,Louisiana,St. Charles
1057.7,408.4,Louisiana,St. Helena
637.5,246.1,Louisiana,St. James
567,218.9,Louisiana,St. John the Baptist
2405.3,928.7,Louisiana,St. Landry
1916.4,739.9,Louisiana,St. Martin
1587.5,612.9,Louisiana,St. Mary
2213,854.4,Louisiana,St. Tammany
2046.9,790.3,Louisiana,Tangipahoa
1560.6,602.5,Louisiana,Tensas
3250.6,1255.1,Louisiana,Terrebonne
2273.2,877.7,Louisiana,Union
3040.3,1173.9,Louisiana,Vermilion
3440.8,1328.5,Louisiana,Vernon
1734.3,669.6,Louisiana,Washington
1543.5,595.9,Louisiana,Webster
495.3,191.2,Louisiana,West Baton Rouge
930.9,359.4,Louisiana,West Carroll
1051.6,406,Louisiana,West Feliciana
2461.9,950.6,Louisiana,Winn
1218.1,470.3,Maine,Androscoggin
17280.3,6671.9,Maine,Aroostook
2164.2,835.6,Maine,Cumberland
4397.8,1698,Maine,Franklin
4115.8,1589.1,Maine,Hancock
2246.8,867.5,Maine,Kennebec
946.9,365.6,Maine,Knox
1180,455.6,Maine,Lincoln
5382.5,2078.2,Maine,Oxford
8795.7,3396,Maine,Penobscot
10273.3,3966.5,Maine,Piscataquis
657.9,254,Maine,Sagadahoc
10170.5,3926.8,Maine,Somerset
1890.2,729.8,Maine,Waldo
6652.6,2568.6,Maine,Washington
2566.7,991,Maine,York
1101.6,425.3,Maryland,Allegany
1077.3,416,Maryland,Anne Arundel
1550.3,598.6,Maryland,Baltimore
557.4,215.2,Maryland,Calvert
829.2,320.2,Maryland,Caroline
1163.3,449.2,Maryland,Carroll
901.7,348.2,Maryland,Cecil
1194.2,461.1,Maryland,Charles
1444.1,557.6,Maryland,Dorchester
1717,662.9,Maryland,Frederick
1678.7,648.1,Maryland,Garrett
1140.6,440.4,Maryland,Harford
653.1,252.2,Maryland,Howard
723.8,279.4,Maryland,Kent
1280.9,494.6,Maryland,Montgomery
1259.8,486.4,Maryland,Prince George's
964.1,372.2,Maryland,Queen Anne's
935.7,361.3,Maryland,St. Mary's
847.5,327.2,Maryland,Somerset
697.2,269.2,Maryland,Talbot
1186.6,458.2,Maryland,Washington
977,377.2,Maryland,Wicomico
1225.7,473.2,Maryland,Worcester
209.3,80.8,Maryland,Baltimore city
1025,395.8,Massachusetts,Barnstable
2412.3,931.4,Massachusetts,Berkshire
1440.1,556,Massachusetts,Bristol
268.9,103.8,Massachusetts,Dukes
1290,498.1,Massachusetts,Essex
1818.6,702.1,Massachusetts,Franklin
1602,618.5,Massachusetts,Hampden
1370.2,529,Massachusetts,Hampshire
2133,823.5,Massachusetts,Middlesex
123.8,47.8,Massachusetts,Nantucket
1035,399.6,Massachusetts,Norfolk
1710.9,660.6,Massachusetts,Plymouth
151.6,58.5,Massachusetts,Suffolk
3919.1,1513.2,Massachusetts,Worcester
1746.9,674.5,Michigan,Alcona
2377.5,917.9,Michigan,Alger
2143.3,827.5,Michigan,Allegan
1487.1,574.2,Michigan,Alpena
1235.3,476.9,Michigan,Antrim
950.2,366.9,Michigan,Arenac
2341.8,904.2,Michigan,Baraga
1440.5,556.2,Michigan,Barry
1150.6,444.3,Michigan,Bay
832.3,321.3,Michigan,Benzie
1479,571,Michigan,Berrien
1314.2,507.4,Michigan,Branch
1836,708.9,Michigan,Calhoun
1274.9,492.2,Michigan,Cass
1079.6,416.9,Michigan,Charlevoix
1853.4,715.6,Michigan,Cheboygan
4043.2,1561.1,Michigan,Chippewa
1468.2,566.9,Michigan,Clare
1480.1,571.5,Michigan,Clinton
1445.6,558.2,Michigan,Crawford
3030.8,1170.2,Michigan,Delta
1985,766.4,Michigan,Dickinson
1493.3,576.5,Michigan,Eaton
1212,468,Michigan,Emmet
1656.7,639.7,Michigan,Genesee
1312.7,506.8,Michigan,Gladwin
2854,1101.9,Michigan,Gogebic
1204.6,465.1,Michigan,Grand Traverse
1476.7,570.2,Michigan,Gratiot
1551,598.9,Michigan,Hillsdale
2620.4,1011.7,Michigan,Houghton
2166.8,836.6,Michigan,Huron
1448.4,559.2,Michigan,Ingham
1484.7,573.2,Michigan,Ionia
1422.3,549.1,Michigan,Iosco
3021.2,1166.5,Michigan,Iron
1487.4,574.3,Michigan,Isabella
1830.2,706.6,Michigan,Jackson
1455.3,561.9,Michigan,Kalamazoo
1453.1,561,Michigan,Kalkaska
2217.7,856.2,Michigan,Kent
1401.7,541.2,Michigan,Keweenaw
1470,567.6,Michigan,Lake
1694.7,654.3,Michigan,Lapeer
902.6,348.5,Michigan,Leelanau
1944,750.6,Michigan,Lenawee
1472.2,568.4,Michigan,Livingston
2338.9,903.1,Michigan,Luce
2646,1021.6,Michigan,Mackinac
1244.3,480.4,Michigan,Macomb
1408.6,543.9,Michigan,Manistee
4717.2,1821.3,Michigan,Marquette
1282.5,495.2,Michigan,Mason
1439.5,555.8,Michigan,Mecosta
2703.1,1043.7,Michigan,Menominee
1350,521.2,Michigan,Midland
1468,566.8,Michigan,Missaukee
1427.4,551.1,Michigan,Monroe
1833.9,708.1,Michigan,Montcalm
1418.4,547.6,Michigan,Montmorency
1318.8,509.2,Michigan,Muskegon
2181.9,842.4,Michigan,Newaygo
2260.3,872.7,Michigan,Oakland
1399.9,540.5,Michigan,Oceana
